slot_id,date,time,center,vehicle_name,status,is_high_risk_reserve,priority_level
1236,2025-12-19,15:30,CarWale - Nerul,,available,False,normal
1237,2025-12-19,15:30,Pitstop - Sanpada,,available,False,normal
1238,2025-12-19,15:30,GoMechanic - Airoli,,available,False,normal
1239,2025-12-19,15:30,MyTVS - Rabale,,available,False,normal
1240,2025-12-19,15:30,CarCrew - Ghansoli,,available,False,normal
1241,2025-12-19,15:30,Autofit - Koparkhairne,,available,False,normal
1242,2025-12-19,15:30,CarDekho - Panvel,,available,False,normal
1243,2025-12-19,15:30,Pitstop - Powai,,available,False,normal
1244,2025-12-19,15:30,GoMechanic - JVLR,,available,False,normal
1245,2025-12-19,15:30,MyCarHelpline - Hiranandani,,available,False,normal
1246,2025-12-19,15:30,CarFix - Chandivali,,available,False,normal
1247,2025-12-19,15:30,Bosch - Kurla,,available,False,normal
1248,2025-12-19,15:30,CarWale - Ghatkopar West,,available,False,normal
1249,2025-12-19,16:30,CarWale Service - Chembur,,available,False,normal
1250,2025-12-19,16:30,GoMechanic - Chembur East,,available,True,emergency
1251,2025-12-19,16:30,MyTVS - Tilak Nagar,,available,True,emergency
1252,2025-12-19,16:30,Pitstop - Ghatkopar,,available,True,emergency
1253,2025-12-19,16:30,CarCrew - Vikhroli,,available,True,emergency
1254,2025-12-19,16:30,Bosch Car Service - Mulund,,available,True,emergency
1255,2025-12-19,16:30,MyCarHelpline - Kanjurmarg,,available,True,emergency
1256,2025-12-19,16:30,GoMechanic - Bhandup,,available,True,emergency
1257,2025-12-19,16:30,Autofit - Nahur,,available,True,emergency
1258,2025-12-19,16:30,CarFix - Vikhroli West,,available,True,emergency
1259,2025-12-19,16:30,GoMechanic - Andheri East,,available,True,emergency
1260,2025-12-19,16:30,Pitstop - Andheri West,,available,False,normal
1261,2025-12-19,16:30,CarCrew - Malad West,,available,False,normal
1262,2025-12-19,16:30,MyTVS - Goregaon East,,available,False,normal
1263,2025-12-19,16:30,Bosch - Borivali West,,available,False,normal
1264,2025-12-19,16:30,CarDekho - Kandivali,,available,False,normal
1265,2025-12-19,16:30,Pitstop - Juhu,,available,False,normal
1266,2025-12-19,16:30,GoMechanic - Santacruz,,available,False,normal
1267,2025-12-19,16:30,MyTVS - Bandra East,,available,False,normal
1268,2025-12-19,16:30,Autofit - Khar West,,available,False,normal
1269,2025-12-19,16:30,CarWale - Lokhandwala,,available,False,normal
1270,2025-12-19,16:30,CarFix - Versova,,available,False,normal
1271,2025-12-19,16:30,CarFix - Dadar,,available,False,normal
1272,2025-12-19,16:30,MyTVS - Sion,,available,False,normal
1273,2025-12-19,16:30,Bosch Car Service - Parel,,available,False,normal
1274,2025-12-19,16:30,CarDekho - Bandra West,,available,False,normal
1275,2025-12-19,16:30,Pitstop - Worli,,available,True,emergency
1276,2025-12-19,16:30,GoMechanic - Lower Parel,,available,True,emergency
1277,2025-12-19,16:30,MyCarHelpline - Matunga,,available,True,emergency
1278,2025-12-19,16:30,CarCrew - Prabhadevi,,available,True,emergency
1279,2025-12-19,16:30,MyTVS - Thane West,,available,True,emergency
1280,2025-12-19,16:30,Bosch - Thane East,,available,True,emergency
1281,2025-12-19,16:30,Pitstop - Ghodbunder,,available,True,emergency
1282,2025-12-19,16:30,GoMechanic - Wagle Estate,,available,True,emergency
1283,2025-12-19,16:30,CarWale - Kalwa,,available,True,emergency
1284,2025-12-19,16:30,Autofit - Pokhran Road,,available,True,emergency
1285,2025-12-19,16:30,CarFix - Kasarvadavali,,available,False,normal
1286,2025-12-19,16:30,MyTVS - Manpada,,available,False,normal
1287,2025-12-19,16:30,Bosch - Vashi,,available,False,normal
1288,2025-12-19,16:30,CarWale - Nerul,,available,False,normal
1289,2025-12-19,16:30,Pitstop - Sanpada,,available,False,normal
1290,2025-12-19,16:30,GoMechanic - Airoli,,available,False,normal
1291,2025-12-19,16:30,MyTVS - Rabale,,available,False,normal
1292,2025-12-19,16:30,CarCrew - Ghansoli,,available,False,normal
1293,2025-12-19,16:30,Autofit - Koparkhairne,,available,False,normal
1294,2025-12-19,16:30,CarDekho - Panvel,,available,False,normal
1295,2025-12-19,16:30,Pitstop - Powai,,available,False,normal
1296,2025-12-19,16:30,GoMechanic - JVLR,,available,False,normal
1297,2025-12-19,16:30,MyCarHelpline - Hiranandani,,available,False,normal
1298,2025-12-19,16:30,CarFix - Chandivali,,available,False,normal
1299,2025-12-19,16:30,Bosch - Kurla,,available,False,normal
1300,2025-12-19,16:30,CarWale - Ghatkopar West,,available,True,emergency
1301,2025-12-20,09:30,CarWale Service - Chembur,,available,True,emergency
1302,2025-12-20,09:30,GoMechanic - Chembur East,,available,True,emergency
1303,2025-12-20,09:30,MyTVS - Tilak Nagar,,available,True,emergency
1304,2025-12-20,09:30,Pitstop - Ghatkopar,,available,True,emergency
1305,2025-12-20,09:30,CarCrew - Vikhroli,,available,True,emergency
1306,2025-12-20,09:30,Bosch Car Service - Mulund,,available,True,emergency
1307,2025-12-20,09:30,MyCarHelpline - Kanjurmarg,,available,True,emergency
1308,2025-12-20,09:30,GoMechanic - Bhandup,,available,True,emergency
1309,2025-12-20,09:30,Autofit - Nahur,,available,True,emergency
1310,2025-12-20,09:30,CarFix - Vikhroli West,,available,False,normal
1311,2025-12-20,09:30,GoMechanic - Andheri East,,available,False,normal
1312,2025-12-20,09:30,Pitstop - Andheri West,,available,False,normal
1313,2025-12-20,09:30,CarCrew - Malad West,,available,False,normal
1314,2025-12-20,09:30,MyTVS - Goregaon East,,available,False,normal
1315,2025-12-20,09:30,Bosch - Borivali West,,available,False,normal
1316,2025-12-20,09:30,CarDekho - Kandivali,,available,False,normal
1317,2025-12-20,09:30,Pitstop - Juhu,,available,False,normal
1318,2025-12-20,09:30,GoMechanic - Santacruz,,available,False,normal
1319,2025-12-20,09:30,MyTVS - Bandra East,,available,False,normal
1320,2025-12-20,09:30,Autofit - Khar West,,available,False,normal
1321,2025-12-20,09:30,CarWale - Lokhandwala,,available,False,normal
1322,2025-12-20,09:30,CarFix - Versova,,available,False,normal
1323,2025-12-20,09:30,CarFix - Dadar,,available,False,normal
1324,2025-12-20,09:30,MyTVS - Sion,,available,False,normal
1325,2025-12-20,09:30,Bosch Car Service - Parel,,available,True,emergency
1326,2025-12-20,09:30,CarDekho - Bandra West,,available,True,emergency
1327,2025-12-20,09:30,Pitstop - Worli,,available,True,emergency
1328,2025-12-20,09:30,GoMechanic - Lower Parel,,available,True,emergency
1329,2025-12-20,09:30,MyCarHelpline - Matunga,,available,True,emergency
1330,2025-12-20,09:30,CarCrew - Prabhadevi,,available,True,emergency
1331,2025-12-20,09:30,MyTVS - Thane West,,available,True,emergency
1332,2025-12-20,09:30,Bosch - Thane East,,available,True,emergency
1333,2025-12-20,09:30,Pitstop - Ghodbunder,,available,True,emergency
1334,2025-12-20,09:30,GoMechanic - Wagle Estate,,available,True,emergency
1335,2025-12-20,09:30,CarWale - Kalwa,,available,False,normal
1336,2025-12-20,09:30,Autofit - Pokhran Road,,available,False,normal
1337,2025-12-20,09:30,CarFix - Kasarvadavali,,available,False,normal
1338,2025-12-20,09:30,MyTVS - Manpada,,available,False,normal
1339,2025-12-20,09:30,Bosch - Vashi,,available,False,normal
1340,2025-12-20,09:30,CarWale - Nerul,,available,False,normal
1341,2025-12-20,09:30,Pitstop - Sanpada,,available,False,normal
1342,2025-12-20,09:30,GoMechanic - Airoli,,available,False,normal
1343,2025-12-20,09:30,MyTVS - Rabale,,available,False,normal
1344,2025-12-20,09:30,CarCrew - Ghansoli,,available,False,normal
1345,2025-12-20,09:30,Autofit - Koparkhairne,,available,False,normal
1346,2025-12-20,09:30,CarDekho - Panvel,,available,False,normal
1347,2025-12-20,09:30,Pitstop - Powai,,available,False,normal
1348,2025-12-20,09:30,GoMechanic - JVLR,,available,False,normal
1349,2025-12-20,09:30,MyCarHelpline - Hiranandani,,available,False,normal
1350,2025-12-20,09:30,CarFix - Chandivali,,available,True,emergency
1351,2025-12-20,09:30,Bosch - Kurla,,available,True,emergency
1352,2025-12-20,09:30,CarWale - Ghatkopar West,,available,True,emergency
1353,2025-12-20,10:30,CarWale Service - Chembur,,available,True,emergency
1354,2025-12-20,10:30,GoMechanic - Chembur East,,available,True,emergency
1355,2025-12-20,10:30,MyTVS - Tilak Nagar,,available,True,emergency
1356,2025-12-20,10:30,Pitstop - Ghatkopar,,available,True,emergency
1357,2025-12-20,10:30,CarCrew - Vikhroli,,available,True,emergency
1358,2025-12-20,10:30,Bosch Car Service - Mulund,,available,True,emergency
1359,2025-12-20,10:30,MyCarHelpline - Kanjurmarg,,available,True,emergency
1360,2025-12-20,10:30,GoMechanic - Bhandup,,available,False,normal
1361,2025-12-20,10:30,Autofit - Nahur,,available,False,normal
1362,2025-12-20,10:30,CarFix - Vikhroli West,,available,False,normal
1363,2025-12-20,10:30,GoMechanic - Andheri East,,available,False,normal
1364,2025-12-20,10:30,Pitstop - Andheri West,,available,False,normal
1365,2025-12-20,10:30,CarCrew - Malad West,,available,False,normal
1366,2025-12-20,10:30,MyTVS - Goregaon East,,available,False,normal
1367,2025-12-20,10:30,Bosch - Borivali West,,available,False,normal
1368,2025-12-20,10:30,CarDekho - Kandivali,,available,False,normal
1369,2025-12-20,10:30,Pitstop - Juhu,,available,False,normal
1370,2025-12-20,10:30,GoMechanic - Santacruz,,available,False,normal
1371,2025-12-20,10:30,MyTVS - Bandra East,,available,False,normal
1372,2025-12-20,10:30,Autofit - Khar West,,available,False,normal
1373,2025-12-20,10:30,CarWale - Lokhandwala,,available,False,normal
1374,2025-12-20,10:30,CarFix - Versova,,available,False,normal
1375,2025-12-20,10:30,CarFix - Dadar,,available,True,emergency
1376,2025-12-20,10:30,MyTVS - Sion,,available,True,emergency
1377,2025-12-20,10:30,Bosch Car Service - Parel,,available,True,emergency
1378,2025-12-20,10:30,CarDekho - Bandra West,,available,True,emergency
1379,2025-12-20,10:30,Pitstop - Worli,,available,True,emergency
1380,2025-12-20,10:30,GoMechanic - Lower Parel,,available,True,emergency
1381,2025-12-20,10:30,MyCarHelpline - Matunga,,available,True,emergency
1382,2025-12-20,10:30,CarCrew - Prabhadevi,,available,True,emergency
1383,2025-12-20,10:30,MyTVS - Thane West,,available,True,emergency
1384,2025-12-20,10:30,Bosch - Thane East,,available,True,emergency
1385,2025-12-20,10:30,Pitstop - Ghodbunder,,available,False,normal
1386,2025-12-20,10:30,GoMechanic - Wagle Estate,,available,False,normal
1387,2025-12-20,10:30,CarWale - Kalwa,,available,False,normal
1388,2025-12-20,10:30,Autofit - Pokhran Road,,available,False,normal
1389,2025-12-20,10:30,CarFix - Kasarvadavali,,available,False,normal
1390,2025-12-20,10:30,MyTVS - Manpada,,available,False,normal
1391,2025-12-20,10:30,Bosch - Vashi,,available,False,normal
1392,2025-12-20,10:30,CarWale - Nerul,,available,False,normal
1393,2025-12-20,10:30,Pitstop - Sanpada,,available,False,normal
1394,2025-12-20,10:30,GoMechanic - Airoli,,available,False,normal
1395,2025-12-20,10:30,MyTVS - Rabale,,available,False,normal
1396,2025-12-20,10:30,CarCrew - Ghansoli,,available,False,normal
1397,2025-12-20,10:30,Autofit - Koparkhairne,,available,False,normal
1398,2025-12-20,10:30,CarDekho - Panvel,,available,False,normal
1399,2025-12-20,10:30,Pitstop - Powai,,available,False,normal
1400,2025-12-20,10:30,GoMechanic - JVLR,,available,True,emergency
1401,2025-12-20,10:30,MyCarHelpline - Hiranandani,,available,True,emergency
1402,2025-12-20,10:30,CarFix - Chandivali,,available,True,emergency
1403,2025-12-20,10:30,Bosch - Kurla,,available,True,emergency
1404,2025-12-20,10:30,CarWale - Ghatkopar West,,available,True,emergency
1405,2025-12-20,14:00,CarWale Service - Chembur,,available,True,emergency
1406,2025-12-20,14:00,GoMechanic - Chembur East,,available,True,emergency
1407,2025-12-20,14:00,MyTVS - Tilak Nagar,,available,True,emergency
1408,2025-12-20,14:00,Pitstop - Ghatkopar,,available,True,emergency
1409,2025-12-20,14:00,CarCrew - Vikhroli,,available,True,emergency
1410,2025-12-20,14:00,Bosch Car Service - Mulund,,available,False,normal
1411,2025-12-20,14:00,MyCarHelpline - Kanjurmarg,,available,False,normal
1412,2025-12-20,14:00,GoMechanic - Bhandup,,available,False,normal
1413,2025-12-20,14:00,Autofit - Nahur,,available,False,normal
1414,2025-12-20,14:00,CarFix - Vikhroli West,,available,False,normal
1415,2025-12-20,14:00,GoMechanic - Andheri East,,available,False,normal
1416,2025-12-20,14:00,Pitstop - Andheri West,,available,False,normal
1417,2025-12-20,14:00,CarCrew - Malad West,,available,False,normal
1418,2025-12-20,14:00,MyTVS - Goregaon East,,available,False,normal
1419,2025-12-20,14:00,Bosch - Borivali West,,available,False,normal
1420,2025-12-20,14:00,CarDekho - Kandivali,,available,False,normal
1421,2025-12-20,14:00,Pitstop - Juhu,,available,False,normal
1422,2025-12-20,14:00,GoMechanic - Santacruz,,available,False,normal
1423,2025-12-20,14:00,MyTVS - Bandra East,,available,False,normal
1424,2025-12-20,14:00,Autofit - Khar West,,available,False,normal
1425,2025-12-20,14:00,CarWale - Lokhandwala,,available,True,emergency
1426,2025-12-20,14:00,CarFix - Versova,,available,True,emergency
1427,2025-12-20,14:00,CarFix - Dadar,,available,True,emergency
1428,2025-12-20,14:00,MyTVS - Sion,,available,True,emergency
1429,2025-12-20,14:00,Bosch Car Service - Parel,,available,True,emergency
1430,2025-12-20,14:00,CarDekho - Bandra West,,available,True,emergency
1431,2025-12-20,14:00,Pitstop - Worli,,available,True,emergency
1432,2025-12-20,14:00,GoMechanic - Lower Parel,,available,True,emergency
1433,2025-12-20,14:00,MyCarHelpline - Matunga,,available,True,emergency
1434,2025-12-20,14:00,CarCrew - Prabhadevi,,available,True,emergency
1435,2025-12-20,14:00,MyTVS - Thane West,,available,False,normal
1436,2025-12-20,14:00,Bosch - Thane East,,available,False,normal
1437,2025-12-20,14:00,Pitstop - Ghodbunder,,available,False,normal
1438,2025-12-20,14:00,GoMechanic - Wagle Estate,,available,False,normal
1439,2025-12-20,14:00,CarWale - Kalwa,,available,False,normal
1440,2025-12-20,14:00,Autofit - Pokhran Road,,available,False,normal
1441,2025-12-20,14:00,CarFix - Kasarvadavali,,available,False,normal
1442,2025-12-20,14:00,MyTVS - Manpada,,available,False,normal
1443,2025-12-20,14:00,Bosch - Vashi,,available,False,normal
1444,2025-12-20,14:00,CarWale - Nerul,,available,False,normal
1445,2025-12-20,14:00,Pitstop - Sanpada,,available,False,normal
1446,2025-12-20,14:00,GoMechanic - Airoli,,available,False,normal
1447,2025-12-20,14:00,MyTVS - Rabale,,available,False,normal
1448,2025-12-20,14:00,CarCrew - Ghansoli,,available,False,normal
1449,2025-12-20,14:00,Autofit - Koparkhairne,,available,False,normal
1450,2025-12-20,14:00,CarDekho - Panvel,,available,True,emergency
1451,2025-12-20,14:00,Pitstop - Powai,,available,True,emergency
1452,2025-12-20,14:00,GoMechanic - JVLR,,available,True,emergency
1453,2025-12-20,14:00,MyCarHelpline - Hiranandani,,available,True,emergency
1454,2025-12-20,14:00,CarFix - Chandivali,,available,True,emergency
1455,2025-12-20,14:00,Bosch - Kurla,,available,True,emergency
1456,2025-12-20,14:00,CarWale - Ghatkopar West,,available,True,emergency
1457,2025-12-20,15:30,CarWale Service - Chembur,,available,True,emergency
1458,2025-12-20,15:30,GoMechanic - Chembur East,,available,True,emergency
1459,2025-12-20,15:30,MyTVS - Tilak Nagar,,available,True,emergency
1460,2025-12-20,15:30,Pitstop - Ghatkopar,,available,False,normal
1461,2025-12-20,15:30,CarCrew - Vikhroli,,available,False,normal
1462,2025-12-20,15:30,Bosch Car Service - Mulund,,available,False,normal
1463,2025-12-20,15:30,MyCarHelpline - Kanjurmarg,,available,False,normal
1464,2025-12-20,15:30,GoMechanic - Bhandup,,available,False,normal
1465,2025-12-20,15:30,Autofit - Nahur,,available,False,normal
1466,2025-12-20,15:30,CarFix - Vikhroli West,,available,False,normal
1467,2025-12-20,15:30,GoMechanic - Andheri East,,available,False,normal
1468,2025-12-20,15:30,Pitstop - Andheri West,,available,False,normal
1469,2025-12-20,15:30,CarCrew - Malad West,,available,False,normal
1470,2025-12-20,15:30,MyTVS - Goregaon East,,available,False,normal
1471,2025-12-20,15:30,Bosch - Borivali West,,available,False,normal
1472,2025-12-20,15:30,CarDekho - Kandivali,,available,False,normal
1473,2025-12-20,15:30,Pitstop - Juhu,,available,False,normal
1474,2025-12-20,15:30,GoMechanic - Santacruz,,available,False,normal
1475,2025-12-20,15:30,MyTVS - Bandra East,,available,True,emergency
1476,2025-12-20,15:30,Autofit - Khar West,,available,True,emergency
1477,2025-12-20,15:30,CarWale - Lokhandwala,,available,True,emergency
1478,2025-12-20,15:30,CarFix - Versova,,available,True,emergency
1479,2025-12-20,15:30,CarFix - Dadar,,available,True,emergency
1480,2025-12-20,15:30,MyTVS - Sion,,available,True,emergency
1481,2025-12-20,15:30,Bosch Car Service - Parel,,available,True,emergency
1482,2025-12-20,15:30,CarDekho - Bandra West,,available,True,emergency
1483,2025-12-20,15:30,Pitstop - Worli,,available,True,emergency
1484,2025-12-20,15:30,GoMechanic - Lower Parel,,available,True,emergency
1485,2025-12-20,15:30,MyCarHelpline - Matunga,,available,False,normal
1486,2025-12-20,15:30,CarCrew - Prabhadevi,,available,False,normal
1487,2025-12-20,15:30,MyTVS - Thane West,,available,False,normal
1488,2025-12-20,15:30,Bosch - Thane East,,available,False,normal
1489,2025-12-20,15:30,Pitstop - Ghodbunder,,available,False,normal
1490,2025-12-20,15:30,GoMechanic - Wagle Estate,,available,False,normal
1491,2025-12-20,15:30,CarWale - Kalwa,,available,False,normal
1492,2025-12-20,15:30,Autofit - Pokhran Road,,available,False,normal
1493,2025-12-20,15:30,CarFix - Kasarvadavali,,available,False,normal
1494,2025-12-20,15:30,MyTVS - Manpada,,available,False,normal
1495,2025-12-20,15:30,Bosch - Vashi,,available,False,normal
1496,2025-12-20,15:30,CarWale - Nerul,,available,False,normal
1497,2025-12-20,15:30,Pitstop - Sanpada,,available,False,normal
1498,2025-12-20,15:30,GoMechanic - Airoli,,available,False,normal
1499,2025-12-20,15:30,MyTVS - Rabale,,available,False,normal
1500,2025-12-20,15:30,CarCrew - Ghansoli,,available,True,emergency
1501,2025-12-20,15:30,Autofit - Koparkhairne,,available,True,emergency
1502,2025-12-20,15:30,CarDekho - Panvel,,available,True,emergency
1503,2025-12-20,15:30,Pitstop - Powai,,available,True,emergency
1504,2025-12-20,15:30,GoMechanic - JVLR,,available,True,emergency
1505,2025-12-20,15:30,MyCarHelpline - Hiranandani,,available,True,emergency
1506,2025-12-20,15:30,CarFix - Chandivali,,available,True,emergency
1507,2025-12-20,15:30,Bosch - Kurla,,available,True,emergency
1508,2025-12-20,15:30,CarWale - Ghatkopar West,,available,True,emergency
1509,2025-12-20,16:30,CarWale Service - Chembur,,available,True,emergency
1510,2025-12-20,16:30,GoMechanic - Chembur East,,available,False,normal
1511,2025-12-20,16:30,MyTVS - Tilak Nagar,,available,False,normal
1512,2025-12-20,16:30,Pitstop - Ghatkopar,,available,False,normal
1513,2025-12-20,16:30,CarCrew - Vikhroli,,available,False,normal
1514,2025-12-20,16:30,Bosch Car Service - Mulund,,available,False,normal
1515,2025-12-20,16:30,MyCarHelpline - Kanjurmarg,,available,False,normal
1516,2025-12-20,16:30,GoMechanic - Bhandup,,available,False,normal
1517,2025-12-20,16:30,Autofit - Nahur,,available,False,normal
1518,2025-12-20,16:30,CarFix - Vikhroli West,,available,False,normal
1519,2025-12-20,16:30,GoMechanic - Andheri East,,available,False,normal
1520,2025-12-20,16:30,Pitstop - Andheri West,,available,False,normal
1521,2025-12-20,16:30,CarCrew - Malad West,,available,False,normal
1522,2025-12-20,16:30,MyTVS - Goregaon East,,available,False,normal
1523,2025-12-20,16:30,Bosch - Borivali West,,available,False,normal
1524,2025-12-20,16:30,CarDekho - Kandivali,,available,False,normal
1525,2025-12-20,16:30,Pitstop - Juhu,,available,True,emergency
1526,2025-12-20,16:30,GoMechanic - Santacruz,,available,True,emergency
1527,2025-12-20,16:30,MyTVS - Bandra East,,available,True,emergency
1528,2025-12-20,16:30,Autofit - Khar West,,available,True,emergency
1529,2025-12-20,16:30,CarWale - Lokhandwala,,available,True,emergency
1530,2025-12-20,16:30,CarFix - Versova,,available,True,emergency
1531,2025-12-20,16:30,CarFix - Dadar,,available,True,emergency
1532,2025-12-20,16:30,MyTVS - Sion,,available,True,emergency
1533,2025-12-20,16:30,Bosch Car Service - Parel,,available,True,emergency
1534,2025-12-20,16:30,CarDekho - Bandra West,,available,True,emergency
1535,2025-12-20,16:30,Pitstop - Worli,,available,False,normal
1536,2025-12-20,16:30,GoMechanic - Lower Parel,,available,False,normal
1537,2025-12-20,16:30,MyCarHelpline - Matunga,,available,False,normal
1538,2025-12-20,16:30,CarCrew - Prabhadevi,,available,False,normal
1539,2025-12-20,16:30,MyTVS - Thane West,,available,False,normal
1540,2025-12-20,16:30,Bosch - Thane East,,available,False,normal
1541,2025-12-20,16:30,Pitstop - Ghodbunder,,available,False,normal
1542,2025-12-20,16:30,GoMechanic - Wagle Estate,,available,False,normal
1543,2025-12-20,16:30,CarWale - Kalwa,,available,False,normal
1544,2025-12-20,16:30,Autofit - Pokhran Road,,available,False,normal
1545,2025-12-20,16:30,CarFix - Kasarvadavali,,available,False,normal
1546,2025-12-20,16:30,MyTVS - Manpada,,available,False,normal
1547,2025-12-20,16:30,Bosch - Vashi,,available,False,normal
1548,2025-12-20,16:30,CarWale - Nerul,,available,False,normal
1549,2025-12-20,16:30,Pitstop - Sanpada,,available,False,normal
1550,2025-12-20,16:30,GoMechanic - Airoli,,available,True,emergency
1551,2025-12-20,16:30,MyTVS - Rabale,,available,True,emergency
1552,2025-12-20,16:30,CarCrew - Ghansoli,,available,True,emergency
1553,2025-12-20,16:30,Autofit - Koparkhairne,,available,True,emergency
1554,2025-12-20,16:30,CarDekho - Panvel,,available,True,emergency
1555,2025-12-20,16:30,Pitstop - Powai,,available,True,emergency
1556,2025-12-20,16:30,GoMechanic - JVLR,,available,True,emergency
1557,2025-12-20,16:30,MyCarHelpline - Hiranandani,,available,True,emergency
1558,2025-12-20,16:30,CarFix - Chandivali,,available,True,emergency
1559,2025-12-20,16:30,Bosch - Kurla,,available,True,emergency
1560,2025-12-20,16:30,CarWale - Ghatkopar West,,available,False,normal
1561,2025-12-21,09:30,CarWale Service - Chembur,,available,False,normal
1562,2025-12-21,09:30,GoMechanic - Chembur East,,available,False,normal
1563,2025-12-21,09:30,MyTVS - Tilak Nagar,,available,False,normal
1564,2025-12-21,09:30,Pitstop - Ghatkopar,,available,False,normal
1565,2025-12-21,09:30,CarCrew - Vikhroli,,available,False,normal
1566,2025-12-21,09:30,Bosch Car Service - Mulund,,available,False,normal
1567,2025-12-21,09:30,MyCarHelpline - Kanjurmarg,,available,False,normal
1568,2025-12-21,09:30,GoMechanic - Bhandup,,available,False,normal
1569,2025-12-21,09:30,Autofit - Nahur,,available,False,normal
1570,2025-12-21,09:30,CarFix - Vikhroli West,,available,False,normal
1571,2025-12-21,09:30,GoMechanic - Andheri East,,available,False,normal
1572,2025-12-21,09:30,Pitstop - Andheri West,,available,False,normal
1573,2025-12-21,09:30,CarCrew - Malad West,,available,False,normal
1574,2025-12-21,09:30,MyTVS - Goregaon East,,available,False,normal
1575,2025-12-21,09:30,Bosch - Borivali West,,available,True,emergency
1576,2025-12-21,09:30,CarDekho - Kandivali,,available,True,emergency
1577,2025-12-21,09:30,Pitstop - Juhu,,available,True,emergency
1578,2025-12-21,09:30,GoMechanic - Santacruz,,available,True,emergency
1579,2025-12-21,09:30,MyTVS - Bandra East,,available,True,emergency
1580,2025-12-21,09:30,Autofit - Khar West,,available,True,emergency
1581,2025-12-21,09:30,CarWale - Lokhandwala,,available,True,emergency
1582,2025-12-21,09:30,CarFix - Versova,,available,True,emergency
1583,2025-12-21,09:30,CarFix - Dadar,,available,True,emergency
1584,2025-12-21,09:30,MyTVS - Sion,,available,True,emergency
1585,2025-12-21,09:30,Bosch Car Service - Parel,,available,False,normal
1586,2025-12-21,09:30,CarDekho - Bandra West,,available,False,normal
1587,2025-12-21,09:30,Pitstop - Worli,,available,False,normal
1588,2025-12-21,09:30,GoMechanic - Lower Parel,,available,False,normal
1589,2025-12-21,09:30,MyCarHelpline - Matunga,,available,False,normal
1590,2025-12-21,09:30,CarCrew - Prabhadevi,,available,False,normal
1591,2025-12-21,09:30,MyTVS - Thane West,,available,False,normal
1592,2025-12-21,09:30,Bosch - Thane East,,available,False,normal
1593,2025-12-21,09:30,Pitstop - Ghodbunder,,available,False,normal
1594,2025-12-21,09:30,GoMechanic - Wagle Estate,,available,False,normal
1595,2025-12-21,09:30,CarWale - Kalwa,,available,False,normal
1596,2025-12-21,09:30,Autofit - Pokhran Road,,available,False,normal
1597,2025-12-21,09:30,CarFix - Kasarvadavali,,available,False,normal
1598,2025-12-21,09:30,MyTVS - Manpada,,available,False,normal
1599,2025-12-21,09:30,Bosch - Vashi,,available,False,normal
1600,2025-12-21,09:30,CarWale - Nerul,,available,True,emergency
1601,2025-12-21,09:30,Pitstop - Sanpada,,available,True,emergency
1602,2025-12-21,09:30,GoMechanic - Airoli,,available,True,emergency
1603,2025-12-21,09:30,MyTVS - Rabale,,available,True,emergency
1604,2025-12-21,09:30,CarCrew - Ghansoli,,available,True,emergency
1605,2025-12-21,09:30,Autofit - Koparkhairne,,available,True,emergency
1606,2025-12-21,09:30,CarDekho - Panvel,,available,True,emergency
1607,2025-12-21,09:30,Pitstop - Powai,,available,True,emergency
1608,2025-12-21,09:30,GoMechanic - JVLR,,available,True,emergency
1609,2025-12-21,09:30,MyCarHelpline - Hiranandani,,available,True,emergency
1610,2025-12-21,09:30,CarFix - Chandivali,,available,False,normal
1611,2025-12-21,09:30,Bosch - Kurla,,available,False,normal
1612,2025-12-21,09:30,CarWale - Ghatkopar West,,available,False,normal
1613,2025-12-21,10:30,CarWale Service - Chembur,,available,False,normal
1614,2025-12-21,10:30,GoMechanic - Chembur East,,available,False,normal
1615,2025-12-21,10:30,MyTVS - Tilak Nagar,,available,False,normal
1616,2025-12-21,10:30,Pitstop - Ghatkopar,,available,False,normal
1617,2025-12-21,10:30,CarCrew - Vikhroli,,available,False,normal
1618,2025-12-21,10:30,Bosch Car Service - Mulund,,available,False,normal
1619,2025-12-21,10:30,MyCarHelpline - Kanjurmarg,,available,False,normal
1620,2025-12-21,10:30,GoMechanic - Bhandup,,available,False,normal
1621,2025-12-21,10:30,Autofit - Nahur,,available,False,normal
1622,2025-12-21,10:30,CarFix - Vikhroli West,,available,False,normal
1623,2025-12-21,10:30,GoMechanic - Andheri East,,available,False,normal
1624,2025-12-21,10:30,Pitstop - Andheri West,,available,False,normal
1625,2025-12-21,10:30,CarCrew - Malad West,,available,True,emergency
1626,2025-12-21,10:30,MyTVS - Goregaon East,,available,True,emergency
1627,2025-12-21,10:30,Bosch - Borivali West,,available,True,emergency
1628,2025-12-21,10:30,CarDekho - Kandivali,,available,True,emergency
1629,2025-12-21,10:30,Pitstop - Juhu,,available,True,emergency
1630,2025-12-21,10:30,GoMechanic - Santacruz,,available,True,emergency
1631,2025-12-21,10:30,MyTVS - Bandra East,,available,True,emergency
1632,2025-12-21,10:30,Autofit - Khar West,,available,True,emergency
1633,2025-12-21,10:30,CarWale - Lokhandwala,,available,True,emergency
1634,2025-12-21,10:30,CarFix - Versova,,available,True,emergency
1635,2025-12-21,10:30,CarFix - Dadar,,available,False,normal
1636,2025-12-21,10:30,MyTVS - Sion,,available,False,normal
1637,2025-12-21,10:30,Bosch Car Service - Parel,,available,False,normal
1638,2025-12-21,10:30,CarDekho - Bandra West,,available,False,normal
